72,Datum+Zeit,Heimverein,Gastverein,Halle ,SR-Verein,Doppeleinsatz,1. Schiedsrichter ,2.Schiedsrichter
Kreisliga Herren Südost  Saison 23/24,2024-03-23T18:00,TSV Gars,ASV Rott am Inn 3,Hauptschule,TSV Wasserburg,,,
Kreisliga Herren Südost  Saison 23/24,2024-03-23T19:30,Turn- und Sportverein Raubling e.V.,TSV 1896 Freilassing,null,TSV 1860 Rosenheim,,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-03-24T10:00,Baskets Vilsbiburg,TS Jahn München 2,Ballsporthalle,TV 1862 Passau,x,,
Landesliga U14m Süd,2024-03-24T12:15,Baskets Vilsbiburg,SB Rosenheim,Ballsporthalle,TV 1862 Passau,x,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2024-03-24T12:30,TSV Neuötting,TG Landshut,Max-Fellermeier-Volksschule,SV Wacker Burghausen 2,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-03-24T17:00,Baskets Vilsbiburg,TSV Haar,Ballsporthalle,TuS Töging,,,
Kreisklasse Herren Südost 23/24,2024-03-31T15:30,TuS Prien BRIGENNAS,TSV 1860 Rosenheim,Franziska-Hager-Halle,TuS Bad Aibling 2,x,,
Bezirksklasse Herren Südost  23/24,2024-03-31T18:00,TuS Prien BRIGENNAS,WSV Glonn,Franziska-Hager-Halle,TuS Bad Aibling 2,x,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-04-12T20:00,TSV 1860 München,TSV Schleißheim,Wilhelm-Busch-Realschule,SVN München,,,
Bezirksklasse Damen (bkd) 2023/24,2024-04-13T00:00,Ackermannbogen,SV Bad Tölz,null,TSV Milbertshofen,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-04-13T00:00,FC Bayern München 3,TSV Weilheim,FC Bayern Campus,MTV Pfaffenhofen,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-04-13T00:00,TSV Gräfelfing e.V.,Haching Baskets,Kurt-Huber-Gymnasium,DJK SB München 2,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-04-13T00:00,TSV Gräfelfing e.V.,TG Landshut,Kurt-Huber-Gymnasium,MTV München,,,
Bezirksliga U12 ml (u12BZL-M) - Gruppe Mitte 2023/24,2024-04-13T10:00,MTV München,TSV München-Solln,Berufsfachschule Kinderpflege,TSV München Ost,x,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2024-04-13T10:00,TG Landshut,SV Wacker Burghausen 2,Sportzentrum West Halle 4/5,TSV Jahn Freising,,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2024-04-13T10:00,TSV Jahn Freising,TSV Wasserburg,Steinpark-Halle,BC Hellenen München,x,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-04-13T10:00,TV Traunstein,TuS Bad Aibling 2,Annette-Kolb-Gymnasium,SV Wacker Burghausen 2,,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-04-13T10:30,Baskets Vilsbiburg,TV 1862 Passau,Ballsporthalle,TG Landshut,x,,
Bezirksliga U12 ml (u12BZL-W) - Gruppe West 2023/24,2024-04-13T11:30,DJK SB München 2,TSV München-Forstenried,Fischer-von-Erlach-Halle,TSV Gräfelfing e.V.,,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-04-13T12:00,Haching Baskets,TSV Wasserburg,Lise-Meitner-Gymnasium,TSV Ismaning,x,,
Landesliga U14m Süd,2024-04-13T12:15,TSV Jahn Freising,TSV München Ost,Steinpark-Halle,BC Hellenen München,x,,
Landesliga U14m Süd,2024-04-13T12:30,FC Bayern München 3,BC Hellenen München,Städt. Sporthalle Säbener Str.,TSV Jahn Freising,,,
Bezirksoberliga U14 wbl (bolu14w)  2023/24,2024-04-13T12:30,MTV München,TSV Jahn Freising,MTV München,TS Jahn München 2,,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2024-04-13T12:30,MTV München,TuS Fürstenfeldbruck,Berufsfachschule Kinderpflege,TSV München Ost,x,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2024-04-13T12:30,TSV München Ost,MTV München,Ost-Dome 1,München Basket 2,,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2024-04-13T12:30,TSV Neuötting,TuS Traunreut,Max-Fellermeier-Volksschule,SV Wacker Burghausen 2,,,
Landesliga U14m Süd,2024-04-13T12:45,Baskets Vilsbiburg,BG Leitershofen/Stadtbergen,Ballsporthalle,TG Landshut,x,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2024-04-13T13:30,München Basket 2,SV Mammendorf 2,Grundschule Amphionpark,MTSV Schwabing 5,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-04-13T14:00,TSV Vaterstetten,TSV Ismaning,Realschule Baldham,München Basket 2,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-04-13T14:15,Haching Baskets,TSV München Ost,Lise-Meitner-Gymnasium,TSV Ismaning,x,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-04-13T14:15,TSV 1865 Dachau,BC Hellenen München,Jahnhalle,Slama Jama Gröbenzell,,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2024-04-13T14:30,TG Landshut,SV Wacker Burghausen 2,Sportzentrum West Halle 4/5,TSV 1884 Wolnzach,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-04-13T15:00,Baskets Vilsbiburg,München Basket 2,Vilstal-Halle,TuS Töging,,,
Kreisliga Herren A (KLHA) 2023/24,2024-04-13T15:00,SG Poing,SpVgg Höhenkirchen,Dreifachhalle,TSV Vaterstetten,,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-04-13T15:00,TS Jahn München 2,SV Wacker Burghausen 2,TS Jahn München,SVN München,,,
Kreisklasse Herren Südost 23/24,2024-04-13T15:45,TSV 1860 Rosenheim,TSV Wasserburg,Finsterwalder Gymnasium,WSV Glonn,x,,
Kreisklasse Herren Südost 23/24,2024-04-13T16:00,SV Seeon,TuS Prien BRIGENNAS,Schule Seeon,TV Traunstein,,,
Kreisklasse Herren Südost 23/24,2024-04-13T16:00,TSV Trostberg 1863,TSV Bad Reichenhall 2,Alois-Böck-Halle,SV Wacker Burghausen 2,x,,
Bezirksklasse Herren Südost  23/24,2024-04-13T16:00,TV Traunstein,TSV 1860 Rosenheim,Annette-Kolb-Gymnasium,TSV 1896 Freilassing,,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2024-04-13T16:30,DJK SB München 2,TSV Weilheim,Fischer-von-Erlach-Halle,FC Bayern München 3,x,,
Kreisliga Herren A (KLHA) 2023/24,2024-04-13T16:30,SVN München,BC Hellenen München,SVN Sportpark,Haching Baskets,,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2024-04-13T17:00,TSV München-Forstenried,Slama Jama Gröbenzell,GS Baierbrunner Straße,TSV Grünwald,,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-04-13T17:00,TSV Utting,TSV Weilheim,Sportzentrum ,DJK SB München 2,,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2024-04-13T17:15,Baskets Vilsbiburg,TSV 1864 Grafing 2,Ballsporthalle,TSV Neuötting,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-04-13T17:30,MTV München,TS Jahn München 2,Berufsfachschule Kinderpflege,München Basket 2,,,
Kreisklasse Herren B (KKHB)  2023/24,2024-04-13T17:30,Sportfreunde BiH München 2021 e.V.,Maccabi München,Berufsschule Dreifachhalle,Ackermannbogen,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-04-13T17:30,TSV Haar,TSV München-Solln,Sportpark Eglfing,TSV Vaterstetten,,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-04-13T18:00,DJK SB München 2,TuS Fürstenfeldbruck,Fischer-von-Erlach-Halle,FC Bayern München 3,x,,
Kreisliga Herren B (KLHB)  2023/24,2024-04-13T18:00,FC Aschheim,TV von 1895 Markt Schwaben,St.-Emmeram-Realschule,TSV Haar,,,
Kreisliga Herren Südost  Saison 23/24,2024-04-13T18:00,TSV 1860 Rosenheim,TSV 1896 Freilassing,Finsterwalder Gymnasium,WSV Glonn,x,,
Kreisliga Herren Südost  Saison 23/24,2024-04-13T19:00,ASV Rott am Inn 3,Turn- und Sportverein Raubling e.V.,Schulturnhalle,TSV Vaterstetten,,,
Kreisliga Herren Südost  Saison 23/24,2024-04-13T19:00,TSV Bad Reichenhall 2,TuS Töging,Karlsgymnasium,TV Traunstein,,,
Bezirksklasse Herren Südost  23/24,2024-04-13T19:00,TSV Trostberg 1863,TuS Prien BRIGENNAS,Alois-Böck-Halle,SV Wacker Burghausen 2,x,,
Kreisklasse Herren B (KKHB)  2023/24,2024-04-13T19:00,TSV Vaterstetten,Maccabi München,Realschule Baldham,Haching Baskets,,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-04-13T19:00,TuS Geretsried,TSV München-Solln,Gymnasium Icking,TSV Weilheim,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-04-13T19:15,Haching Baskets,TSV München Ost,Lise-Meitner-Gymnasium,TS Jahn München 2,,,
Kreisliga Herren A (KLHA) 2023/24,2024-04-13T20:00,TSV München Ost,TS Jahn München 2,Ost-Dome 1,Ackermannbogen,,,
Bezirksliga U16 ml (u16BZL-M) - Gruppe Mitte 2023/24,2024-04-14T10:00,TSV Vaterstetten,TSV OH Deisenhofen,Realschule Baldham,TSV Wasserburg,x,,
Bezirksliga U12 ml (u12BZL-M) - Gruppe Mitte 2023/24,2024-04-14T12:00,BC Hellenen München,FC Bayern München 3,Adolf-Weber-Gymnasium,Ackermannbogen,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-04-14T12:00,TSV Trudering,TSV Jahn Freising,Gymnasium Trudering,TSV München Ost,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-04-14T12:15,TG Landshut,TS Jahn München 2,Sportzentrum West Halle 4/5,Baskets Vilsbiburg,x,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2024-04-14T12:30,MTSV Schwabing 5,TSV München-Solln,Morawitzkyhalle,FC Anadolu,,,
Bezirksliga U16 ml (u16BZL-O) - Gruppe Ost 2023/24,2024-04-14T12:30,TSV Neuötting,TSV 1860 Rosenheim,Max-Fellermeier-Volksschule,Baskets Vilsbiburg,x,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-04-14T12:30,TSV Vaterstetten,Ackermannbogen,Realschule Baldham,TSV Wasserburg,x,,
Bezirksliga U16 ml (u16BZL-M) - Gruppe Mitte 2023/24,2024-04-14T13:00,TSV Grünwald,MTSV Schwabing 5,Gymnasium Grünwald,TSV Gräfelfing e.V.,x,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-04-14T13:30,München Basket 2,TSV Milbertshofen,Grundschule Amphionpark,TSV Jahn Freising,x,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2024-04-14T14:00,Gautinger Sportclub e.V.,ESV Staffelsee 2,Realschule,TSV Trudering,x,,
Landesliga U14m Süd,2024-04-14T14:30,SB Rosenheim,TS Jahn München 2,Wolfgang-Pohle-Halle,TSV 1860 Rosenheim,,,
Bezirksoberliga U16 wbl (bolu16w) 2023/24,2024-04-14T14:30,TG Landshut,TS Jahn München 2,Sportzentrum West Halle 4/5,Baskets Vilsbiburg,x,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2024-04-14T14:30,TSV Neuötting,TSV 1860 Rosenheim,Max-Fellermeier-Volksschule,Baskets Vilsbiburg,x,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-04-14T15:30,TSV Grünwald,MTV München,Gymnasium Grünwald,TSV Gräfelfing e.V.,x,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2024-04-14T15:45,München Basket 2,TSV München-Solln,Grundschule Amphionpark,TSV Jahn Freising,x,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-04-14T16:00,TuS Bad Aibling 2,DJK SB München 2,Sporthalle im Sportpark,TSV Wasserburg,,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2024-04-14T16:30,Gautinger Sportclub e.V.,TSV 1898 Penzberg,Realschule,TSV Trudering,x,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2024-04-14T16:30,TSV Vaterstetten,Slama Jama Gröbenzell,Realschule Baldham,MTV München,,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2024-04-14T16:45,TSV 1898 Penzberg,BC Hellenen München,Neue Sporthalle Wellenbad,ESV Staffelsee 2,,,
Landesliga U14m Süd,2024-04-14T17:00,Baskets Vilsbiburg,TSV Jahn Freising,Ballsporthalle,SV Schwindegg,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-04-14T17:00,BC Hellenen München,Ackermannbogen,Adolf-Weber-Gymnasium,München Basket 2,,,
Bezirksliga U12 ml (u12BZL-W) - Gruppe West 2023/24,2024-04-14T17:00,Slama Jama Gröbenzell,ESV Staffelsee 2,Ballsporthalle Gröbenzell,München Basket 2,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-04-14T17:00,TSV 1884 Wolnzach,TuS Holzkirchen,Hallertau-Gymnasium,TG Landshut,,,
Kreisklasse Herren A (KKHA) 2023/24,2024-04-14T17:00,VfB Hallbergmoos-Goldach,VfR Garching 2,Hallberghalle,TSV Haar,,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-04-14T17:30,TSV Hechendorf,TSV Milbertshofen,Zweifachsporthalle,TSV Weilheim,,,
Kreisliga Herren B (KLHB)  2023/24,2024-04-14T18:00,München Basket 2,FC Anadolu,Grundschule Amphionpark,BC Hellenen München,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-04-14T18:00,SpVgg Altenerding 2,München Basket 2,Knabenschule,TSV Vaterstetten,,,
Bezirksklasse Herren Südost  23/24,2024-04-14T18:00,TV 1863 Miesbach,SV Wacker Burghausen 2,Mittelschulturnhalle,TuS Holzkirchen,,,
Kreisklasse Herren B (KKHB)  2023/24,2024-04-14T18:15,MTV Pfaffenhofen,TuS Holzkirchen,Sporthalle Mittelschule,VfR Garching 2,,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-04-14T18:30,TSV Gräfelfing e.V.,ESV Staffelsee 2,Kurt-Huber-Gymnasium,TuS Fürstenfeldbruck,,,
Bezirksklasse Herren Südost  23/24,2024-04-14T18:45,WSV Glonn,TSV Wasserburg,Spielhalle WSV Glonn,SpVgg Höhenkirchen,,,
Kreisklasse Herren A (KKHA) 2023/24,2024-04-14T19:00,TSV Schleißheim,TSV Ismaning,Sporthalle beim Hallenbad,TSV München-Forstenried,,,
Kreisliga Herren A (KLHA) 2023/24,2024-04-14T19:30,TSV Jahn Freising,TSV Trudering,Steinpark-Halle,Baskets Vilsbiburg,,,
Kreisklasse Herren A (KKHA) 2023/24,2024-04-14T20:00,Ackermannbogen,TSV Trudering,Hauptschule Elisabeth-Kohn-Str.,BC Hellenen München,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-04-19T20:30,TSV München Ost,TSV Trudering,Ost-Dome 1,TSV Schleißheim,,,
Bezirksliga U12 ml (u12BZL-M) - Gruppe Mitte 2023/24,2024-04-20T10:00,FV Jahn München,MTV München,TS Jahn München,Ackermannbogen,x,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-04-20T10:00,TG Landshut,TV Traunstein,Sportzentrum West Halle 4/5,Baskets Vilsbiburg,x,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2024-04-20T10:00,TuS Traunreut,TSV Jahn Freising,null,TSV Wasserburg,,,
Bezirksliga U12 ml (u12BZL-M) - Gruppe Mitte 2023/24,2024-04-20T11:00,TSV München-Solln,München Basket 2,Sporthalle TSV Solln,BC Hellenen München,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-04-20T11:30,TSV Milbertshofen,TSV 1865 Dachau,Gebrüder-Apfelbeck-Halle,MTSV Schwabing 5,,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-04-20T11:45,SV Wacker Burghausen 2,Haching Baskets,Franz-Xaver-Gruber Mittelschule,TSV Neuötting,x,,
Landesliga U14m Süd,2024-04-20T12:15,BC Hellenen München,DJK SB München 2,Adolf-Weber-Gymnasium,Slama Jama Gröbenzell,x,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-04-20T12:15,TG Landshut,München Basket 2,Sportzentrum West Halle 4/5,Baskets Vilsbiburg,x,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2024-04-20T12:15,TSV Wasserburg,TG Landshut,Luitpold-Gymnasium,TuS Prien BRIGENNAS,,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2024-04-20T12:30,MTV München,München Basket 2,MTV München,Gautinger Sportclub e.V.,x,,
Bezirksliga U12 ml (u12BZL-W) - Gruppe West 2023/24,2024-04-20T12:30,TS Jahn München 2,Slama Jama Gröbenzell,TS Jahn München,TSV Haar,x,,
Kreisliga Herren A (KLHA) 2023/24,2024-04-20T12:30,VfR Garching 2,SVN München,Zeppelin Sportpark Garching,Haching Baskets,x,,
Bezirksklasse Damen (bkd) 2023/24,2024-04-20T13:00,SV Saaldorf,TSV Ismaning,Sport- und Freizeitanlage Badylon,TV Traunstein,,,
Bezirksliga U16 ml (u16BZL-O) - Gruppe Ost 2023/24,2024-04-20T14:00,SV Wacker Burghausen 2,TSV 1884 Wolnzach,Franz-Xaver-Gruber Mittelschule,TSV Neuötting,x,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-04-20T14:00,TSV Weilheim,TSV Vaterstetten,W.-C.-Röntgen-Mittelschule,ESV Staffelsee 2,x,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-04-20T14:15,TSV Ismaning,Haching Baskets,Realschule Ismaning,TSV 1865 Dachau,x,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2024-04-20T14:30,BC Hellenen München,MTV München,Adolf-Weber-Gymnasium,Slama Jama Gröbenzell,x,,
Landesliga U14m Süd,2024-04-20T14:30,SB Rosenheim,TSV Jahn Freising,Wolfgang-Pohle-Halle,Turn- und Sportverein Raubling e.V.,,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2024-04-20T14:30,SV Mammendorf 2,MTSV Schwabing 5,Mehrzweckhalle,TuS Fürstenfeldbruck,,,
Bezirksklasse Damen (bkd) 2023/24,2024-04-20T14:30,TSV München-Forstenried,TSV München Ost,GS Baierbrunner Straße,TSV München-Solln,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-04-20T15:00,MTV München,BC Hellenen München,MTV München,Gautinger Sportclub e.V.,x,,
Bezirksoberliga U16 wbl (bolu16w) 2023/24,2024-04-20T15:00,TS Jahn München 2,TSV München Ost,TS Jahn München,TSV Haar,x,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2024-04-20T15:00,TuS Fürstenfeldbruck,TSV Vaterstetten,Graf-Rasso-Gymnasium,TSV Gräfelfing e.V.,,,
Kreisklasse Herren A (KKHA) 2023/24,2024-04-20T15:00,VfR Garching 2,TSV Dorfen,Zeppelin Sportpark Garching,Haching Baskets,x,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2024-04-20T15:30,TSV München-Solln,Gautinger Sportclub e.V.,Sporthalle TSV Solln,TS Jahn München 2,x,,
Kreisliga Herren Südost  Saison 23/24,2024-04-20T15:45,TSV 1896 Freilassing,TSV Bad Reichenhall 2,Sport- und Freizeitanlage Badylon,TuS Traunreut,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-04-20T16:30,DJK SB München 2,TSV Gräfelfing e.V.,Fischer-von-Erlach-Halle,BC Hellenen München,,,
Kreisklasse Herren B (KKHB)  2023/24,2024-04-20T16:30,SVN München,MTV Pfaffenhofen,SVN Sportpark,MTV München,,,
Kreisklasse Herren Südost 23/24,2024-04-20T16:30,TSV Bad Reichenhall 2,SV Seeon,Karlsgymnasium,TuS Traunreut,,,
Kreisklasse Herren A (KKHA) 2023/24,2024-04-20T16:30,TSV Ismaning,VfB Hallbergmoos-Goldach,Realschule Ismaning,TSV 1865 Dachau,x,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2024-04-20T16:30,TSV Weilheim,TSV München-Forstenried,W.-C.-Röntgen-Mittelschule,ESV Staffelsee 2,x,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2024-04-20T16:45,SV Wacker Burghausen 2,TV Traunstein,Franz-Xaver-Gruber Mittelschule,TSV Wasserburg,x,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-04-20T17:00,München Basket 2,TuS Bad Aibling 2,Grundschule Amphionpark,TSV München Ost,x,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-04-20T17:00,TV 1862 Passau,TS Jahn München 2,Städt. Mehrfachhalle,SV Wacker Burghausen 2,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-04-20T17:30,TS Jahn München 2,TSV Haar,TS Jahn München,Maccabi München,x,,
Kreisliga Herren B (KLHB)  2023/24,2024-04-20T17:30,TSV Haar,FC Aschheim,Sportpark Eglfing,TuS Bad Aibling 2,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-04-20T17:45,TSV München-Solln,Baskets Vilsbiburg,Sporthalle TSV Solln,TS Jahn München 2,x,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2024-04-20T18:00,TSV 1865 Dachau,TSV 1898 Penzberg,Jahnhalle,TSV Schleißheim,,,
Kreisliga Herren Südost  Saison 23/24,2024-04-20T18:00,TSV Gars,TuS Töging,Hauptschule,TSV Wasserburg,,,
Kreisliga Herren Südost  Saison 23/24,2024-04-20T18:00,Turn- und Sportverein Raubling e.V.,TSV 1860 Rosenheim,null,TV 1863 Miesbach,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-04-20T18:00,TuS Holzkirchen,TSV 1860 München,Sportzentrum,TSV 1860 Rosenheim,,,
Bezirksklasse Herren Südost  23/24,2024-04-20T18:00,TuS Prien BRIGENNAS,TV Traunstein,Franziska-Hager-Halle,TSV Wasserburg,,,
Kreisliga Herren B (KLHB)  2023/24,2024-04-20T18:00,TV von 1895 Markt Schwaben,MTV München,Lena-Christ Realschule,TSV Vaterstetten,,,
Bezirksklasse Herren Südost  23/24,2024-04-20T19:00,SV Wacker Burghausen 2,TSV Trostberg 1863,Franz-Xaver-Gruber Mittelschule,TSV Wasserburg,x,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-04-20T19:30,ESV Staffelsee 2,TuS Geretsried,Staffelsee-Gymnasium,TSV Weilheim,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-04-20T19:30,München Basket 2,TSV 1884 Wolnzach,Grundschule Amphionpark,TSV München Ost,x,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-04-20T20:00,TS Jahn München 2,SpVgg Altenerding 2,TS Jahn München,Maccabi München,x,,
Landesliga U14m Süd,2024-04-21T10:00,TSV München Ost,FC Bayern München 3,Ost-Dome 1,TSV Vaterstetten,,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2024-04-21T10:30,SV Wacker Burghausen 2,Baskets Vilsbiburg,Franz-Xaver-Gruber Mittelschule,TSV Neuötting,,,
Bezirksliga U12 ml (u12BZL-W) - Gruppe West 2023/24,2024-04-21T11:15,TSV Gräfelfing e.V.,DJK SB München 2,Kurt-Huber-Gymnasium,TSV München-Forstenried,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-04-21T12:00,BC Hellenen München,FC Bayern München 3,Adolf-Weber-Gymnasium,TSV München Ost,,,
Bezirksliga U16 ml (u16BZL-M) - Gruppe Mitte 2023/24,2024-04-21T12:30,TSV Ismaning,TSV Vaterstetten,Osterfeldhalle,TS Jahn München 2,,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-04-21T12:30,TuS Bad Aibling 2,Baskets Vilsbiburg,Sporthalle im Sportpark,TSV Wasserburg,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-04-21T13:00,Haching Baskets,TG Landshut,Lise-Meitner-Gymnasium,MTV München,,,
Bezirksliga U16 ml (u16BZL-M) - Gruppe Mitte 2023/24,2024-04-21T14:15,TSV OH Deisenhofen,München Basket 2,Kyberghalle,SpVgg Höhenkirchen,,,
Bezirksoberliga U14 wbl (bolu14w)  2023/24,2024-04-21T14:30,ESV Staffelsee 2,MTV München,Staffelsee-Gymnasium,TSV Weilheim,,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2024-04-21T14:30,Slama Jama Gröbenzell,TSV München Ost,Ballsporthalle Gröbenzell,TSV Ismaning,x,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2024-04-21T14:30,TSV 1898 Penzberg,DJK SB München 2,Neue Sporthalle Wellenbad,ESV Staffelsee 2,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-04-21T14:30,TSV Jahn Freising,TSV Grünwald,Steinpark-Halle,TSV 1884 Wolnzach,,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2024-04-21T14:30,TSV München-Solln,Gautinger Sportclub e.V.,Sporthalle TSV Solln,Ackermannbogen,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-04-21T15:00,Ackermannbogen,TSV Gräfelfing e.V.,Hauptschule Elisabeth-Kohn-Str.,BC Hellenen München,x,,
Kreisklasse Herren B (KKHB)  2023/24,2024-04-21T15:00,Maccabi München,Sportfreunde BiH München 2021 e.V.,Sporthalle Hochstr. 31,TSV München Ost,x,,
Bezirksklasse Herren Südost  23/24,2024-04-21T16:00,TuS Bad Aibling 2,WSV Glonn,Sporthalle im Sportpark,SB Rosenheim,,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-04-21T16:30,TSV Milbertshofen,DJK SB München 2,Gebrüder-Apfelbeck-Halle,TS Jahn München 2,,,
Kreisklasse Herren Südost 23/24,2024-04-21T16:45,TSV Wasserburg,TSV Trostberg 1863,Luitpold-Gymnasium,TSV 1864 Grafing 2,,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2024-04-21T17:00,Slama Jama Gröbenzell,München Basket 2,Ballsporthalle Gröbenzell,TSV Ismaning,x,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-04-21T17:00,TSV München Ost,MTV München,Ost-Dome 1,München Basket 2,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-04-21T17:30,Ackermannbogen,TSV Vaterstetten,Hauptschule Elisabeth-Kohn-Str.,BC Hellenen München,x,,
Kreisklasse Herren B (KKHB)  2023/24,2024-04-21T17:30,Maccabi München,MTSV Schwabing 5,Sporthalle Hochstr. 31,TSV München Ost,x,,
Kreisliga Herren A (KLHA) 2023/24,2024-04-21T18:00,SpVgg Höhenkirchen,TSV Jahn Freising,Gymnasium Höhenkirchen-Siegertsbrunn,TSV München-Forstenried,,,
